,airline_sentiment,tweet_coord,latitude,longitude
0,2,"40.74804263, -73.99295302",40.74804263,-73.99295302
1,0,"42.361016, -71.02000488",42.361016,-71.02000488
2,1,"33.94540417, -118.4062472",33.94540417,-118.4062472
3,0,"33.94209449, -118.40410103",33.94209449,-118.40410103
4,2,"33.2145038, -96.9321504",33.2145038,-96.9321504
5,1,"34.0219817, -118.38591198",34.0219817,-118.38591198
6,1,"33.57963333, -117.73024772",33.57963333,-117.73024772
7,0,"40.6413712, -73.78311558",40.6413712,-73.78311558
8,2,"36.08457854, -115.13780136",36.08457854,-115.13780136
9,1,"37.79374402, -122.39327564",37.79374402,-122.39327564
10,0,"26.074379, -80.1416831",26.074379,-80.1416831
11,2,"33.9469039, -118.40716847",33.9469039,-118.40716847
12,0,"51.04345575, -114.06071363",51.04345575,-114.06071363
13,1,"40.64662464, -73.77090177",40.64662464,-73.77090177
14,2,"33.94652852, -118.40766257",33.94652852,-118.40766257
15,2,"38.9128188, -77.00798226",38.9128188,-77.00798226
16,2,"32.84359605, -96.84910929",32.84359605,-96.84910929
17,0,"32.8437698, -96.84928399",32.8437698,-96.84928399
18,0,"26.06726717, -80.14433663",26.06726717,-80.14433663
19,2,"32.8454782, -96.8504585",32.8454782,-96.8504585
20,1,"39.24087254, -94.63994975",39.24087254,-94.63994975
21,2,"37.77465018, -122.44032176",37.77465018,-122.44032176
22,1,"33.94696831, -118.40747994",33.94696831,-118.40747994
23,0,"40.63767372, -74.11075451",40.63767372,-74.11075451
24,1,"40.78986648, -73.10068286",40.78986648,-73.10068286
25,2,"42.5696777, -71.42056878",42.5696777,-71.42056878
26,1,"37.80065252, -122.43857414",37.80065252,-122.43857414
27,1,"36.08546367, -115.31814055",36.08546367,-115.31814055
28,0,"19.43706642, -99.07927123",19.43706642,-99.07927123
29,2,"39.8621249, -104.6740909",39.8621249,-104.6740909
30,0,"52.59657643, -2.19877833",52.59657643,-2.19877833
31,1,"29.98386923, -95.33729612",29.98386923,-95.33729612
32,0,"29.98340611, -95.33682231",29.98340611,-95.33682231
33,0,"29.98350019, -95.33675519",29.98350019,-95.33675519
34,0,"29.98377529, -95.33756559",29.98377529,-95.33756559
35,0,"29.98350283, -95.33678993",29.98350283,-95.33678993
36,0,"29.98384925, -95.3374653",29.98384925,-95.3374653
37,0,"29.98372726, -95.33734532",29.98372726,-95.33734532
38,0,"29.98521945, -90.25215941",29.98521945,-90.25215941
39,0,"29.98698389, -90.25081767",29.98698389,-90.25081767
40,0,"29.98699328, -90.25081691",29.98699328,-90.25081691
41,0,"29.98878092, -90.25836915",29.98878092,-90.25836915
42,0,"29.9880285, -90.25781369",29.9880285,-90.25781369
43,0,"29.987463, -90.25860012",29.987463,-90.25860012
44,0,"29.98746669, -90.25862007",29.98746669,-90.25862007
45,2,"35.8057062, -78.7869445",35.8057062,-78.7869445
46,0,"52.48854137, -1.91022836",52.48854137,-1.91022836
47,0,"45.58711296, -122.58038932",45.58711296,-122.58038932
48,2,"59.38247253, 18.00789007",59.38247253,18.00789007
49,0,"32.86680572, -80.01338439",32.86680572,-80.01338439
50,1,"41.9785651, -87.90833965",41.9785651,-87.90833965
51,1,"53.36729431, -2.27861694",53.36729431,-2.27861694
52,0,"41.98202331, -87.90374263",41.98202331,-87.90374263
53,1,"37.7994546, -122.427629",37.7994546,-122.427629
54,0,"41.97777091, -87.90782014",41.97777091,-87.90782014
55,0,"41.88298649, -87.63403627",41.88298649,-87.63403627
56,1,"35.8056542, -78.786848",35.8056542,-78.786848
57,0,"33.9411179, -118.3972405",33.9411179,-118.3972405
58,0,"41.98191311, -87.80888924",41.98191311,-87.80888924
59,0,"39.85862444, -104.6768992",39.85862444,-104.6768992
60,2,"38.9470418, -77.4511456",38.9470418,-77.4511456
61,0,"41.97758714, -87.91388554",41.97758714,-87.91388554
62,2,"38.9470207, -77.4511745",38.9470207,-77.4511745
63,0,"40.68545235, -74.18374208",40.68545235,-74.18374208
64,1,"51.3228181, 5.3576138",51.3228181,5.3576138
65,0,"26.07324041, -80.14510971",26.07324041,-80.14510971
66,0,"40.69943599, -74.17868875",40.69943599,-74.17868875
67,0,"26.07694041, -80.13546475",26.07694041,-80.13546475
68,0,"40.6992418, -74.17884798",40.6992418,-74.17884798
69,0,"28.62111274, -81.29294408",28.62111274,-81.29294408
70,0,"40.69814396, -74.17906717",40.69814396,-74.17906717
71,0,"39.85790482, -104.67039013",39.85790482,-104.67039013
72,0,"39.85799572, -104.67056217",39.85799572,-104.67056217
73,0,"51.72050559, 8.72711201",51.72050559,8.72711201
74,0,"29.7420124, -95.5606921",29.7420124,-95.5606921
75,0,"40.6875448, -74.17714813",40.6875448,-74.17714813
76,0,"19.43493094, -99.18877967",19.43493094,-99.18877967
77,0,"29.7421541, -95.5600896",29.7421541,-95.5600896
78,0,"41.97745295, -87.91025951",41.97745295,-87.91025951
79,0,"41.97475934, -87.89040377",41.97475934,-87.89040377
80,2,"51.322819, 5.3576218",51.322819,5.3576218
81,0,"41.97474769, -87.89039148",41.97474769,-87.89039148
82,0,"41.97758466, -87.91065356",41.97758466,-87.91065356
83,0,"29.98788997, -95.34470061",29.98788997,-95.34470061
84,0,"45.52146907, -122.69810485",45.52146907,-122.69810485
85,0,"41.97495038, -87.89005988",41.97495038,-87.89005988
86,0,"29.98877308, -95.33846478",29.98877308,-95.33846478
87,0,"41.97883697, -87.90639116",41.97883697,-87.90639116
88,1,"45.67920767, -111.04847652",45.67920767,-111.04847652
89,0,"41.97888728, -87.90617197",41.97888728,-87.90617197
90,0,"33.64323551, -84.44248239",33.64323551,-84.44248239
91,1,"40.69450196, -74.1749219",40.69450196,-74.1749219
92,0,"39.24541389, -106.88172648",39.24541389,-106.88172648
93,2,"20.0615871, 110.18390431",20.0615871,110.18390431
94,0,"39.84911904, -104.67447584",39.84911904,-104.67447584
95,0,"36.08161548, -115.14959772",36.08161548,-115.14959772
96,1,"27.9746606, -82.5320172",27.9746606,-82.5320172
97,0,"45.67922537, -111.04823044",45.67922537,-111.04823044
98,0,"45.67922693, -111.04839797",45.67922693,-111.04839797
99,0,"45.67925887, -111.04844481",45.67925887,-111.04844481
100,0,"45.67912434, -111.04847959",45.67912434,-111.04847959
101,0,"29.98378319, -95.33473143",29.98378319,-95.33473143
102,1,"-38.0271635, 145.2112317",-38.0271635,145.2112317
103,1,"-38.0269936, 145.2110041",-38.0269936,145.2110041
104,0,"33.94077727, -118.39921036",33.94077727,-118.39921036
105,0,"29.9866693, -95.3382794",29.9866693,-95.3382794
106,0,"36.08655568, -115.1394417",36.08655568,-115.1394417
107,2,"41.92992293, -87.66944213",41.92992293,-87.66944213
108,2,"41.97890473, -87.91027352",41.97890473,-87.91027352
109,1,"41.9763291, -87.73856403",41.9763291,-87.73856403
110,2,"51.3228191, 5.3576225",51.3228191,5.3576225
111,0,"43.56768225, -116.22061173",43.56768225,-116.22061173
112,2,"38.95201335, -77.44443882",38.95201335,-77.44443882
113,2,"43.56764134, -116.22089932",43.56764134,-116.22089932
114,0,"39.8586527, -104.6718518",39.8586527,-104.6718518
115,0,"40.69672337, -74.17710665",40.69672337,-74.17710665
116,0,"47.4390828, -122.300713",47.4390828,-122.300713
117,0,"47.4389994, -122.3010208",47.4389994,-122.3010208
118,0,"39.85861469, -104.67233425",39.85861469,-104.67233425
119,1,"-37.8536992, 145.1106176",-37.8536992,145.1106176
120,0,"39.8586566, -104.6718497",39.8586566,-104.6718497
121,0,"39.8586593, -104.6718352",39.8586593,-104.6718352
122,0,"39.85873319, -104.67372668",39.85873319,-104.67372668
123,0,"37.83520596, -122.25460611",37.83520596,-122.25460611
124,0,"29.98704632, -95.3378275",29.98704632,-95.3378275
125,0,"29.98707518, -95.33783524",29.98707518,-95.33783524
126,0,"41.97862209, -87.91469774",41.97862209,-87.91469774
127,2,"41.97456785, -87.90563774",41.97456785,-87.90563774
128,2,"25.79104444, -80.27338351",25.79104444,-80.27338351
129,0,"39.99829207, -82.88085401",39.99829207,-82.88085401
130,0,"39.99814659, -82.88058383",39.99814659,-82.88058383
131,0,"38.94562938, -77.44400264",38.94562938,-77.44400264
132,1,"29.98872603, -95.3384666",29.98872603,-95.3384666
133,0,"29.98870677, -95.33845443",29.98870677,-95.33845443
134,0,"40.6941088, -74.17545854",40.6941088,-74.17545854
135,0,"39.99806982, -82.88439575",39.99806982,-82.88439575
136,1,"22.31355693, 113.92636768",22.31355693,113.92636768
137,0,"37.61980156, -122.38447633",37.61980156,-122.38447633
138,0,"33.94171725, -118.39844033",33.94171725,-118.39844033
139,0,"34.99254864, -80.92841859",34.99254864,-80.92841859
140,2,"37.61829369, -122.39192247",37.61829369,-122.39192247
141,1,"21.32911863, -157.91749165",21.32911863,-157.91749165
142,0,"38.95801195, -77.44365722",38.95801195,-77.44365722
143,0,"38.93770157, -77.4551004",38.93770157,-77.4551004
144,0,"37.61839686, -122.38751",37.61839686,-122.38751
145,0,"37.61926072, -122.38812564",37.61926072,-122.38812564
146,0,"38.95638224, -77.43898845",38.95638224,-77.43898845
147,0,"35.07067492, -80.7899648",35.07067492,-80.7899648
148,0,"43.60417384, -110.7362561",43.60417384,-110.7362561
149,0,"39.85760174, -104.66669625",39.85760174,-104.66669625
150,2,"26.07294988, -80.14147128",26.07294988,-80.14147128
151,0,"35.00096266, -80.87374938",35.00096266,-80.87374938
152,0,"35.00595547, -80.89437239",35.00595547,-80.89437239
153,2,"19.43010575, -99.18988829",19.43010575,-99.18988829
154,0,"19.41622708, -99.16143525",19.41622708,-99.16143525
155,0,"37.61782989, -122.39172299",37.61782989,-122.39172299
156,0,"37.61761896, -122.39164663",37.61761896,-122.39164663
157,0,"40.72476892, -74.09204213",40.72476892,-74.09204213
158,0,"18.47066766, -68.40014139",18.47066766,-68.40014139
159,0,"38.94291482, -77.44870496",38.94291482,-77.44870496
160,1,"31.27777976, 121.59340615",31.27777976,121.59340615
161,0,"33.84438223, -116.5516582",33.84438223,-116.5516582
162,0,"33.84445776, -116.55139365",33.84445776,-116.55139365
163,0,"40.73074756, -73.95248962",40.73074756,-73.95248962
164,0,"33.89611413, -84.33113356",33.89611413,-84.33113356
165,0,"33.89638659, -84.33108377",33.89638659,-84.33108377
166,0,"25.08347991, -77.3225763",25.08347991,-77.3225763
167,1,"42.3613256, -71.0167387",42.3613256,-71.0167387
168,2,"39.74529398, -104.99225976",39.74529398,-104.99225976
169,0,"18.47240961, -68.39941149",18.47240961,-68.39941149
170,0,"18.4729405, -68.39820768",18.4729405,-68.39820768
171,0,"18.47233225, -68.39941165",18.47233225,-68.39941165
172,1,"18.4710809, -68.39995916",18.4710809,-68.39995916
173,0,"43.59688282, -72.96820686",43.59688282,-72.96820686
174,0,"29.81532281, -95.40830048",29.81532281,-95.40830048
175,2,"41.9413787, -87.8932425",41.9413787,-87.8932425
176,2,"41.9808176, -87.9063373",41.9808176,-87.9063373
177,2,"41.9809313, -87.9063148",41.9809313,-87.9063148
178,0,"33.99585652, -117.35791469",33.99585652,-117.35791469
179,2,"33.94238375, -118.39906416",33.94238375,-118.39906416
180,2,"41.86591706, -87.6231238",41.86591706,-87.6231238
181,0,"41.86590405, -87.62282728",41.86590405,-87.62282728
182,0,"41.86589387, -87.62303178",41.86589387,-87.62303178
183,0,"39.77848558, -104.90007634",39.77848558,-104.90007634
184,0,"39.77390684, -104.84537303",39.77390684,-104.84537303
185,0,"39.83426941, -104.69960636",39.83426941,-104.69960636
186,0,"39.83426941, -104.69960636",39.83426941,-104.69960636
187,0,"41.86591215, -87.6231126",41.86591215,-87.6231126
188,0,"39.84913886, -104.67403666",39.84913886,-104.67403666
189,0,"40.71857786, -73.99426076",40.71857786,-73.99426076
190,0,"29.98498519, -95.3338971",29.98498519,-95.3338971
191,0,"40.71518191, -73.99595593",40.71518191,-73.99595593
192,0,"38.26810946, -82.12153441",38.26810946,-82.12153441
193,2,"37.61476852, -122.40521688",37.61476852,-122.40521688
194,0,"29.98384194, -95.33664018",29.98384194,-95.33664018
195,1,"40.64993239, -73.78249589",40.64993239,-73.78249589
196,2,"49.73717309, -96.67646776",49.73717309,-96.67646776
197,0,"29.98454639, -95.33856899",29.98454639,-95.33856899
198,0,"41.9653255, -87.87535719",41.9653255,-87.87535719
199,0,"37.78736562, -122.40865161",37.78736562,-122.40865161
200,2,"33.63992689, -84.44705534",33.63992689,-84.44705534
201,0,"33.64314381, -84.44252134",33.64314381,-84.44252134
202,0,"42.37525611, -71.24042938",42.37525611,-71.24042938
203,2,"43.68346133, -79.61394084",43.68346133,-79.61394084
204,2,"45.58977875, -122.59182952",45.58977875,-122.59182952
205,0,"28.34834331, -81.48581918",28.34834331,-81.48581918
206,1,"25.07815796, 55.13798672",25.07815796,55.13798672
207,0,"45.58986727, -122.59182577",45.58986727,-122.59182577
208,0,"37.6202411, -122.3883092",37.6202411,-122.3883092
209,1,"25.0779704, 55.13808289",25.0779704,55.13808289
210,0,"25.07772121, 55.13822432",25.07772121,55.13822432
211,1,"30.15481071, -95.43911291",30.15481071,-95.43911291
212,0,"25.0776918, 55.13824067",25.0776918,55.13824067
213,2,"29.98445184, -95.33224657",29.98445184,-95.33224657
214,0,"37.62025528, -122.38832698",37.62025528,-122.38832698
215,0,"40.62387603, -74.30164717",40.62387603,-74.30164717
216,1,"37.78194753, -122.43412918",37.78194753,-122.43412918
217,0,"37.62068265, -122.38816957",37.62068265,-122.38816957
218,2,"40.7868699, -111.9790833",40.7868699,-111.9790833
219,0,"40.69758992, -74.25047478",40.69758992,-74.25047478
220,1,"40.7697595, -111.974937",40.7697595,-111.974937
221,2,"33.82063563, -116.50768141",33.82063563,-116.50768141
222,0,"37.78508121, -122.41114577",37.78508121,-122.41114577
223,1,"40.71288929, -74.16612474",40.71288929,-74.16612474
224,0,"40.68612449, -74.18465897",40.68612449,-74.18465897
225,0,"40.69522398, -74.1760931",40.69522398,-74.1760931
226,1,"37.6205514, -122.3867929",37.6205514,-122.3867929
227,0,"40.69482181, -74.17458032",40.69482181,-74.17458032
228,0,"37.6209902, -122.3867265",37.6209902,-122.3867265
229,0,"37.6208766, -122.3867929",37.6208766,-122.3867929
230,0,"40.6867848, -74.18351089",40.6867848,-74.18351089
231,1,"34.06143413, -118.39787418",34.06143413,-118.39787418
232,1,"38.21327338, -85.76378195",38.21327338,-85.76378195
233,0,"38.94549594, -77.45193731",38.94549594,-77.45193731
234,2,"40.77395906, -73.8746932",40.77395906,-73.8746932
235,0,"37.63404103, -122.40313084",37.63404103,-122.40313084
236,0,"39.99869322, -82.88004055",39.99869322,-82.88004055
237,0,"37.99311597, -84.52114659",37.99311597,-84.52114659
238,0,"37.99311597, -84.52114659",37.99311597,-84.52114659
239,0,"39.99838284, -82.88068344",39.99838284,-82.88068344
240,0,"35.23908248, -120.64078264",35.23908248,-120.64078264
241,0,"35.23896405, -120.64046203",35.23896405,-120.64046203
242,2,"40.71517211, -74.01453422",40.71517211,-74.01453422
243,0,"37.61907, -122.38607",37.61907,-122.38607
244,0,"37.61821986, -122.38745399",37.61821986,-122.38745399
245,2,"35.8924655, -84.19243176",35.8924655,-84.19243176
246,1,"34.06979432, -117.57757056",34.06979432,-117.57757056
247,1,"13.71241507, 100.60468537",13.71241507,100.60468537
248,0,"34.06978184, -117.57752166",34.06978184,-117.57752166
249,0,"34.06071437, -117.59814212",34.06071437,-117.59814212
250,1,"1.3523078, 103.8637764",1.3523078,103.8637764
251,0,"38.78438914, -104.72749614",38.78438914,-104.72749614
252,1,"-33.87144962, 151.20821275",-33.87144962,151.20821275
253,0,"41.97826134, -87.91247425",41.97826134,-87.91247425
254,1,"35.21498347, -80.96071981",35.21498347,-80.96071981
255,1,"40.74389886, -74.12493599",40.74389886,-74.12493599
256,2,"29.98425706, -95.34407392",29.98425706,-95.34407392
257,0,"40.03395098, -105.24950187",40.03395098,-105.24950187
258,1,"41.98084325, -87.90939435",41.98084325,-87.90939435
259,0,"33.5089001, -112.02901444",33.5089001,-112.02901444
260,0,"38.94494175, -77.45367931",38.94494175,-77.45367931
261,0,"41.98160558, -87.90496847",41.98160558,-87.90496847
262,0,"39.85823091, -104.67802376",39.85823091,-104.67802376
263,0,"29.97877958, -95.33246329",29.97877958,-95.33246329
264,1,"37.62006843, -122.38822083",37.62006843,-122.38822083
265,0,"29.98605741, -90.25189405",29.98605741,-90.25189405
266,0,"33.75357228, -116.36206155",33.75357228,-116.36206155
267,0,"37.94357634, -121.69565906",37.94357634,-121.69565906
268,0,"33.75538818, -116.36197002",33.75538818,-116.36197002
269,0,"33.75536802, -116.36197857",33.75536802,-116.36197857
270,0,"40.79971517, -74.25960937",40.79971517,-74.25960937
271,0,"33.75539049, -116.36196163",33.75539049,-116.36196163
272,0,"37.62063433, -122.38946673",37.62063433,-122.38946673
273,0,"33.75539049, -116.36196163",33.75539049,-116.36196163
274,0,"27.98622757, -82.5414547",27.98622757,-82.5414547
275,0,"33.75348859, -116.36209633",33.75348859,-116.36209633
276,0,"33.75348859, -116.36209633",33.75348859,-116.36209633
277,2,"40.54989958, -111.90404484",40.54989958,-111.90404484
278,0,"36.08651969, -115.13942786",36.08651969,-115.13942786
279,0,"36.08652135, -115.13941959",36.08652135,-115.13941959
280,2,"34.01019938, -117.42860927",34.01019938,-117.42860927
281,0,"34.01352255, -117.44528297",34.01352255,-117.44528297
282,0,"41.9797415, -87.9099894",41.9797415,-87.9099894
283,0,"40.84018945, -73.93737649",40.84018945,-73.93737649
284,2,"38.88839871, -94.62041633",38.88839871,-94.62041633
285,1,"42.04836196, -87.74130154",42.04836196,-87.74130154
286,0,"40.69428253, -74.17219198",40.69428253,-74.17219198
287,0,"40.69429232, -74.17208436",40.69429232,-74.17208436
288,0,"37.61833841, -122.38389799",37.61833841,-122.38389799
289,0,"37.61859126, -122.38385699",37.61859126,-122.38385699
290,0,"45.58931882, -122.5959928",45.58931882,-122.5959928
291,1,"39.85861725, -104.67232956",39.85861725,-104.67232956
292,1,"39.85861339, -104.67232131",39.85861339,-104.67232131
293,0,"26.37852293, -81.78472152",26.37852293,-81.78472152
294,2,"39.85871934, -104.67371484",39.85871934,-104.67371484
295,0,"40.70773298, -74.17069948",40.70773298,-74.17069948
296,0,"40.70749747, -74.17084113",40.70749747,-74.17084113
297,2,"40.35805521, -111.78241283",40.35805521,-111.78241283
298,0,"37.62006843, -122.38822083",37.62006843,-122.38822083
299,1,"30.09009009, -95.64621813",30.09009009,-95.64621813
300,0,"38.9058375, -77.00423674",38.9058375,-77.00423674
301,0,"41.19758614, -73.76914167",41.19758614,-73.76914167
302,0,"41.1974934, -73.76920486",41.1974934,-73.76920486
303,2,"41.19747574, -73.76926201",41.19747574,-73.76926201
304,0,"41.78546237, -87.7430551",41.78546237,-87.7430551
305,0,"42.88502249, -85.52894527",42.88502249,-85.52894527
306,0,"38.30097379, -122.30180037",38.30097379,-122.30180037
307,0,"35.84808282, -78.66572751",35.84808282,-78.66572751
308,2,"42.3667769, -71.0170733",42.3667769,-71.0170733
309,0,"39.87778809, -75.23663363",39.87778809,-75.23663363
310,1,"39.64617884, -94.31618144",39.64617884,-94.31618144
311,2,"37.6177248, -122.3913514",37.6177248,-122.3913514
312,0,"37.6170841, -122.3877223",37.6170841,-122.3877223
313,1,"41.52066893, -81.21118788",41.52066893,-81.21118788
314,2,"39.50503682, -119.77382751",39.50503682,-119.77382751
315,0,"32.73154946, -117.19636508",32.73154946,-117.19636508
316,0,"42.3427148, -71.5504243",42.3427148,-71.5504243
317,0,"32.7156489, -117.1556388",32.7156489,-117.1556388
318,2,"33.43403712, -111.99678364",33.43403712,-111.99678364
319,0,"33.64079948, -84.4358346",33.64079948,-84.4358346
320,2,"32.85744983, -97.03548311",32.85744983,-97.03548311
321,2,"34.00646846, -118.48131246",34.00646846,-118.48131246
322,2,"40.76352814, -111.89191896",40.76352814,-111.89191896
323,0,"41.79410567, -87.74243312",41.79410567,-87.74243312
324,2,"33.51750182, -101.90914558",33.51750182,-101.90914558
325,2,"29.65283375, -95.275749",29.65283375,-95.275749
326,1,"40.91509493, -81.4367726",40.91509493,-81.4367726
327,0,"32.73284288, -117.19634507",32.73284288,-117.19634507
328,0,"40.91497406, -81.43686526",40.91497406,-81.43686526
329,2,"42.58417604, -83.1064707",42.58417604,-83.1064707
330,1,"42.58399752, -83.10630667",42.58399752,-83.10630667
331,1,"39.87875827, -75.23722854",39.87875827,-75.23722854
332,0,"30.27027027, -97.74064527",30.27027027,-97.74064527
333,2,"33.4338494, -111.9963312",33.4338494,-111.9963312
334,0,"33.00605781, -96.76519155",33.00605781,-96.76519155
335,0,"41.72810364, -71.43406677",41.72810364,-71.43406677
336,2,"34.7300769, -92.219814",34.7300769,-92.219814
337,1,"41.77838296, -87.7409109",41.77838296,-87.7409109
338,0,"38.84884095, -77.04207298",38.84884095,-77.04207298
339,2,"40.72845228, -80.08224442",40.72845228,-80.08224442
340,0,"36.12665696, -86.66953068",36.12665696,-86.66953068
341,0,"41.65451582, -70.61064187",41.65451582,-70.61064187
342,0,"39.87638268, -75.23929034",39.87638268,-75.23929034
343,0,"39.73217408, -105.0050626",39.73217408,-105.0050626
344,0,"39.1848041, -76.6787131",39.1848041,-76.6787131
345,1,"28.44752379, -81.46716587",28.44752379,-81.46716587
346,0,"39.1780768, -76.670155",39.1780768,-76.670155
347,0,"39.1766101, -76.6700606",39.1766101,-76.6700606
348,0,"39.1766101, -76.6700606",39.1766101,-76.6700606
349,0,"39.1765188, -76.6696894",39.1765188,-76.6696894
350,1,"39.1766716, -76.6694354",39.1766716,-76.6694354
351,0,"42.19881665, -83.3859395",42.19881665,-83.3859395
352,0,"39.1766628, -76.6694238",39.1766628,-76.6694238
353,0,"39.1766573, -76.669424",39.1766573,-76.669424
354,0,"28.43278708, -81.46990923",28.43278708,-81.46990923
355,0,"36.15093569, -115.27959887",36.15093569,-115.27959887
356,0,"39.17692138, -76.66929304",39.17692138,-76.66929304
357,0,"39.1799072, -76.6704455",39.1799072,-76.6704455
358,1,"39.1798687, -76.6707032",39.1798687,-76.6707032
359,0,"39.1799094, -76.6709767",39.1799094,-76.6709767
360,1,"29.6526846, -95.2787367",29.6526846,-95.2787367
361,0,"26.52778866, -81.75533052",26.52778866,-81.75533052
362,2,"38.90385896, -76.51625101",38.90385896,-76.51625101
363,1,"30.26196639, -97.75945775",30.26196639,-97.75945775
364,0,"41.81477378, -80.93644744",41.81477378,-80.93644744
365,2,"33.6839241, -117.8607358",33.6839241,-117.8607358
366,2,"30.30630631, -97.71394697",30.30630631,-97.71394697
367,2,"40.77512287, -73.86982237",40.77512287,-73.86982237
368,0,"41.30091858, -95.89873244",41.30091858,-95.89873244
369,0,"41.30204773, -95.9002533",41.30204773,-95.9002533
370,1,"35.12084166, -89.84738331",35.12084166,-89.84738331
371,0,"35.9807446, -115.0846183",35.9807446,-115.0846183
372,1,"40.2376266, -74.9171435",40.2376266,-74.9171435
373,2,"41.78959656, -87.74028015",41.78959656,-87.74028015
374,2,"38.73434659, -90.35501265",38.73434659,-90.35501265
375,0,"40.731704, -73.1724805",40.731704,-73.1724805
376,0,"41.93001697, -72.68496357",41.93001697,-72.68496357
377,0,"41.93015938, -72.68522399",41.93015938,-72.68522399
378,0,"33.93454129, -118.40270098",33.93454129,-118.40270098
379,0,"42.313473, -87.83530047",42.313473,-87.83530047
380,0,"33.1973379, -96.7573509",33.1973379,-96.7573509
381,1,"26.08232307, -80.16234879",26.08232307,-80.16234879
382,2,"33.67698231, -117.8647932",33.67698231,-117.8647932
383,0,"33.18882771, -96.64036423",33.18882771,-96.64036423
384,0,"40.774588, -73.8708903",40.774588,-73.8708903
385,0,"37.78915629, -122.4148408",37.78915629,-122.4148408
386,0,"36.08029523, -115.1466466",36.08029523,-115.1466466
387,1,"35.0557688, -78.9702049",35.0557688,-78.9702049
388,0,"32.8405223, -96.8149248",32.8405223,-96.8149248
389,1,"32.80223908, -117.2312804",32.80223908,-117.2312804
390,0,"39.29345234, -94.71996208",39.29345234,-94.71996208
391,2,"36.0931536, -86.6973554",36.0931536,-86.6973554
392,0,"36.1293776, -86.6699252",36.1293776,-86.6699252
393,0,"30.20650347, -97.74889927",30.20650347,-97.74889927
394,2,"34.0658388, -117.5711653",34.0658388,-117.5711653
395,1,"39.28859449, -76.61832385",39.28859449,-76.61832385
396,1,"41.24222981, -77.02647239",41.24222981,-77.02647239
397,1,"30.20654541, -97.74890436",30.20654541,-97.74890436
398,0,"29.98473682, -90.25978334",29.98473682,-90.25978334
399,0,"39.29372784, -94.71998281",39.29372784,-94.71998281
400,0,"39.86311565, -104.67610845",39.86311565,-104.67610845
401,2,"33.05776114, -96.78169517",33.05776114,-96.78169517
402,2,"28.43585235, -81.30356273",28.43585235,-81.30356273
403,2,"32.96225554, -96.80070994",32.96225554,-96.80070994
404,0,"33.94729153, -118.40186744",33.94729153,-118.40186744
405,0,"33.94729537, -118.40196951",33.94729537,-118.40196951
406,0,"39.17709903, -76.67124539",39.17709903,-76.67124539
407,2,"36.898315, -76.204491",36.898315,-76.204491
408,2,"29.65275101, -95.27596615",29.65275101,-95.27596615
409,0,"35.8271843, -87.43714049",35.8271843,-87.43714049
410,1,"27.9344812, -82.47401175",27.9344812,-82.47401175
411,1,"44.8741191, -93.22830677",44.8741191,-93.22830677
412,2,"38.97681463, -76.50266928",38.97681463,-76.50266928
413,1,"40.4871427, -112.011264",40.4871427,-112.011264
414,2,"30.43823709, -97.76632883",30.43823709,-97.76632883
415,0,"36.22640559, -86.82373437",36.22640559,-86.82373437
416,0,"25.7661538, -80.2517994",25.7661538,-80.2517994
417,0,"38.34274662, -122.32611925",38.34274662,-122.32611925
418,1,"41.28597403, -72.44456912",41.28597403,-72.44456912
419,0,"36.11159761, -86.7844525",36.11159761,-86.7844525
420,0,"40.71035967, -74.15721568",40.71035967,-74.15721568
421,2,"39.73167173, -86.3559619",39.73167173,-86.3559619
422,2,"36.14488928, -86.68739667",36.14488928,-86.68739667
423,0,"29.65350715, -95.26679505",29.65350715,-95.26679505
424,0,"33.42067535, -111.93155126",33.42067535,-111.93155126
425,1,"36.14487986, -86.68740641",36.14487986,-86.68740641
426,0,"40.65954723, -74.16986421",40.65954723,-74.16986421
